feedback_id,faculty_id,course_id,course_name,week_number,student_id,rating,feedback_comment,sentiment_score,sentiment_label,teaching_clarity_score,engagement_score,pace_score,syllabus_coverage_perception,section,semester,program
875,188,CE301,Geotechnical Engineering,3,S3073,3,Satisfactory experience but needs improvement in clarity. The teaching style influenced my learning positively.,-0.199,Neutral,3,3,2,2,A,3,B.Tech
876,188,CE301,Geotechnical Engineering,3,S0774,3,Satisfactory experience but needs improvement in clarity.,0.192,Neutral,3,5,3,3,C,3,B.Tech
877,188,CE301,Geotechnical Engineering,3,S1781,5,The pace of teaching is comfortable and structured. The class environment was encouraging.,0.797,Positive,5,5,5,5,B,3,B.Tech
878,188,CE301,Geotechnical Engineering,3,S2459,5,The sessions are well-organized and engaging. The session covered important fundamentals.,0.929,Positive,5,5,5,4,A,3,B.Tech
879,188,CE301,Geotechnical Engineering,3,S1234,4,The professor motivates us and clears doubts patiently.,0.399,Positive,4,5,4,5,C,3,B.Tech
880,188,CE301,Geotechnical Engineering,3,S4568,4,Concepts are broken down in a simple and logical manner.,0.454,Positive,4,4,4,3,C,3,B.Tech
881,188,CE301,Geotechnical Engineering,4,S4424,5,The pace of teaching is comfortable and structured. The teaching style influenced my learning positively.,1,Positive,4,5,5,4,B,3,B.Tech
882,188,CE301,Geotechnical Engineering,4,S4817,4,"Sometimes the pace is fast, but manageable overall.",0.145,Neutral,4,5,3,4,A,3,B.Tech
883,188,CE301,Geotechnical Engineering,4,S2563,4,I enjoy attending this class; explanations are very crisp. This is for the course Algorithms.,0.39,Positive,4,4,3,5,A,3,B.Tech
884,188,CE301,Geotechnical Engineering,4,S3719,4,Concepts are broken down in a simple and logical manner. The session covered important fundamentals.,0.519,Positive,5,3,4,4,A,3,B.Tech
885,188,CE301,Geotechnical Engineering,4,S3519,4,The pace of teaching is comfortable and structured. The session coverage was appropriate.,0.623,Positive,5,4,4,4,A,3,B.Tech
886,188,CE301,Geotechnical Engineering,4,S2546,4,The classes are very clear and engaging. I would appreciate more doubt-solving time.,0.224,Positive,4,4,5,4,A,3,B.Tech
887,188,CE301,Geotechnical Engineering,4,S0378,4,The professor motivates us and clears doubts patiently. The lecture pacing affected my understanding.,0.474,Positive,4,3,2,5,B,3,B.Tech
888,188,CE301,Geotechnical Engineering,4,S4003,5,The professor motivates us and clears doubts patiently. The topic flow felt slightly abrupt.,1,Positive,5,4,5,4,C,3,B.Tech
889,188,CE301,Geotechnical Engineering,4,S4122,3,The course delivery is moderate and could be improved. The class environment was encouraging.,-0.193,Neutral,2,3,3,3,B,3,B.Tech
890,188,CE301,Geotechnical Engineering,4,S4378,4,The classes are very clear and engaging.,0.594,Positive,4,5,4,4,C,3,B.Tech
891,188,CE301,Geotechnical Engineering,5,S4396,4,I enjoy attending this class; explanations are very crisp. The session covered important fundamentals.,0.381,Positive,5,4,4,2,A,3,B.Tech
892,188,CE301,Geotechnical Engineering,5,S4481,5,I enjoy attending this class; explanations are very crisp. The class environment was encouraging.,0.884,Positive,4,5,5,5,B,3,B.Tech
893,188,CE301,Geotechnical Engineering,5,S3117,3,The classes are very clear and engaging. The session covered important fundamentals.,0.412,Positive,2,3,4,3,C,3,B.Tech
894,188,CE301,Geotechnical Engineering,5,S0811,4,I enjoy attending this class; explanations are very crisp. The session covered important fundamentals.,0.587,Positive,3,5,4,3,B,3,B.Tech
895,188,CE301,Geotechnical Engineering,5,S0425,5,The sessions are well-organized and engaging. The topic flow felt slightly abrupt.,0.817,Positive,4,5,5,4,C,3,B.Tech
896,188,CE301,Geotechnical Engineering,5,S1105,4,The professor motivates us and clears doubts patiently. The session covered important fundamentals.,0.493,Positive,3,4,4,3,C,3,B.Tech
897,188,CE301,Geotechnical Engineering,5,S2391,4,Interactive teaching style helps in understanding topics better. The session coverage was appropriate.,0.658,Positive,4,5,2,5,C,3,B.Tech
898,188,CE301,Geotechnical Engineering,5,S0415,4,The pace of teaching is comfortable and structured.,0.259,Positive,4,5,5,4,A,3,B.Tech
899,188,CE301,Geotechnical Engineering,5,S4468,5,The pace of teaching is comfortable and structured. The session covered important fundamentals.,0.588,Positive,5,5,4,5,A,3,B.Tech
900,188,CE301,Geotechnical Engineering,5,S4666,4,The professor motivates us and clears doubts patiently. The examples used were memorable.,0.687,Positive,4,3,3,3,C,3,B.Tech
901,537,PHY101,Engineering Physics,1,S4389,3,Doubts are not clarified properly during lectures. The class environment was encouraging.,-0.335,Negative,2,3,3,5,B,1,B.Tech
902,537,PHY101,Engineering Physics,1,S0438,3,"The course is fine, but teaching could be more structured. The examples used were memorable.",-0.074,Neutral,2,4,3,1,C,1,B.Tech
903,537,PHY101,Engineering Physics,1,S3114,3,The professor motivates us and clears doubts patiently. This is for the course Circuit Theory.,0.223,Positive,1,3,3,1,A,1,B.Tech
904,537,PHY101,Engineering Physics,1,S4829,3,Teaching quality is acceptable but could be better. The session covered important fundamentals.,0.041,Neutral,2,4,2,4,A,1,B.Tech
905,537,PHY101,Engineering Physics,1,S4803,4,The professor motivates us and clears doubts patiently. The lecture pacing affected my understanding.,0.478,Positive,4,3,4,5,B,1,B.Tech
906,537,PHY101,Engineering Physics,1,S0513,4,The sessions are well-organized and engaging. The topic flow felt slightly abrupt.,0.367,Positive,3,5,4,3,A,1,B.Tech
907,537,PHY101,Engineering Physics,1,S3950,1,"The pace is too fast, making the class hard to understand. The topic flow felt slightly abrupt.",-0.703,Negative,1,1,2,1,A,1,B.Tech
908,537,PHY101,Engineering Physics,1,S3391,4,"One of the best courses, very well taught. The topic flow felt slightly abrupt.",0.563,Positive,3,3,5,3,A,1,B.Tech
909,537,PHY101,Engineering Physics,1,S2971,5,Concepts are broken down in a simple and logical manner. The session covered important fundamentals.,1,Positive,5,5,5,5,A,1,B.Tech
910,537,PHY101,Engineering Physics,1,S3165,3,I understand most topics but sometimes feel disconnected. This is for the course Circuit Theory.,-0.117,Neutral,2,2,2,3,A,1,B.Tech
911,537,PHY101,Engineering Physics,2,S1847,4,Explains concepts very effectively with relatable examples. The class environment was encouraging.,0.475,Positive,3,4,4,5,C,1,B.Tech
912,537,PHY101,Engineering Physics,2,S3468,5,The professor motivates us and clears doubts patiently. The teaching style influenced my learning positively.,0.936,Positive,4,4,5,5,A,1,B.Tech
913,537,PHY101,Engineering Physics,2,S2501,5,The classes are very clear and engaging. The examples used were memorable.,1,Positive,5,5,5,5,A,1,B.Tech
914,537,PHY101,Engineering Physics,2,S1542,4,More real-life examples could improve understanding. This is for the course Circuit Theory.,0.125,Neutral,5,4,4,4,B,1,B.Tech
915,537,PHY101,Engineering Physics,2,S0150,5,Explains concepts very effectively with relatable examples. The class environment was encouraging.,1,Positive,5,5,5,4,A,1,B.Tech
916,537,PHY101,Engineering Physics,2,S1982,3,I understand most topics but sometimes feel disconnected. The session coverage was appropriate.,0.199,Neutral,3,4,2,2,A,1,B.Tech
917,537,PHY101,Engineering Physics,2,S4348,5,"One of the best courses, very well taught. The teaching style influenced my learning positively.",1,Positive,5,5,5,5,B,1,B.Tech
918,537,PHY101,Engineering Physics,2,S1357,5,The classes are very clear and engaging. The lecture pacing affected my understanding.,0.855,Positive,4,5,5,5,C,1,B.Tech
919,537,PHY101,Engineering Physics,2,S2035,3,The class is okay but can be more interactive. The session coverage was appropriate.,0.109,Neutral,2,3,4,4,C,1,B.Tech
920,537,PHY101,Engineering Physics,2,S4092,5,The sessions are well-organized and engaging. The teaching style influenced my learning positively.,0.716,Positive,4,5,3,5,A,1,B.Tech
921,537,PHY101,Engineering Physics,3,S4338,5,The pace of teaching is comfortable and structured. The session coverage was appropriate.,0.72,Positive,5,5,4,5,C,1,B.Tech
922,537,PHY101,Engineering Physics,3,S0587,3,Some topics are clear while others require better explanation. This is for the course Circuit Theory.,0.197,Neutral,3,4,4,4,C,1,B.Tech
923,537,PHY101,Engineering Physics,3,S3825,4,I understand most topics but sometimes feel disconnected. The session coverage was appropriate.,0.042,Neutral,4,4,5,4,C,1,B.Tech
924,537,PHY101,Engineering Physics,3,S1027,4,Amazing clarity and teaching methodology. The topic flow felt slightly abrupt.,0.509,Positive,4,5,4,4,C,1,B.Tech
925,537,PHY101,Engineering Physics,3,S2200,5,The classes are very clear and engaging. The class environment was encouraging.,0.749,Positive,5,5,5,5,B,1,B.Tech
926,537,PHY101,Engineering Physics,3,S0981,3,"One of the best courses, very well taught. The examples used were memorable.",0.201,Positive,3,3,3,3,B,1,B.Tech
927,537,PHY101,Engineering Physics,3,S4112,4,"One of the best courses, very well taught. The session coverage was appropriate.",0.475,Positive,4,5,5,3,B,1,B.Tech
928,537,PHY101,Engineering Physics,3,S1030,4,The sessions are well-organized and engaging. The lecture pacing affected my understanding.,0.26,Positive,4,4,5,3,A,1,B.Tech
929,537,PHY101,Engineering Physics,3,S0142,4,Interactive teaching style helps in understanding topics better. The session coverage was appropriate.,0.445,Positive,4,4,3,5,B,1,B.Tech
930,537,PHY101,Engineering Physics,3,S3485,5,Explains concepts very effectively with relatable examples. The lecture pacing affected my understanding.,1,Positive,5,5,5,5,C,1,B.Tech
931,537,PHY101,Engineering Physics,4,S1115,5,Amazing clarity and teaching methodology. The class environment was encouraging.,0.976,Positive,5,5,4,5,C,1,B.Tech
932,537,PHY101,Engineering Physics,4,S2071,3,I understand most topics but sometimes feel disconnected.,0.168,Neutral,3,2,2,3,A,1,B.Tech
933,537,PHY101,Engineering Physics,4,S3321,5,Explains concepts very effectively with relatable examples. The session covered important fundamentals.,0.774,Positive,5,5,5,5,A,1,B.Tech
934,537,PHY101,Engineering Physics,4,S4759,5,The classes are very clear and engaging. The session covered important fundamentals.,0.744,Positive,5,5,5,5,B,1,B.Tech
935,537,PHY101,Engineering Physics,4,S4341,2,"The pace is too fast, making the class hard to understand. The topic flow felt slightly abrupt.",-0.69,Negative,2,3,2,1,A,1,B.Tech
936,537,PHY101,Engineering Physics,4,S3175,4,The professor motivates us and clears doubts patiently. The class environment was encouraging.,0.567,Positive,3,4,4,4,B,1,B.Tech
937,537,PHY101,Engineering Physics,4,S1654,3,The course delivery is moderate and could be improved. The examples used were memorable.,0.042,Neutral,2,4,3,4,B,1,B.Tech
938,537,PHY101,Engineering Physics,4,S3374,3,The course delivery is moderate and could be improved.,0.018,Neutral,3,2,3,2,C,1,B.Tech
939,537,PHY101,Engineering Physics,4,S2569,4,Interactive teaching style helps in understanding topics better. The class environment was encouraging.,0.543,Positive,5,4,5,4,B,1,B.Tech
940,537,PHY101,Engineering Physics,4,S3727,5,"One of the best courses, very well taught. The topic flow felt slightly abrupt.",0.917,Positive,5,4,5,5,C,1,B.Tech
941,537,PHY101,Engineering Physics,5,S2157,4,Explains concepts very effectively with relatable examples. This is for the course Circuit Theory.,0.631,Positive,3,5,4,4,A,1,B.Tech
942,537,PHY101,Engineering Physics,5,S2543,4,Amazing clarity and teaching methodology. The examples used were memorable.,0.318,Positive,5,5,4,4,A,1,B.Tech
943,537,PHY101,Engineering Physics,5,S4015,2,Teaching needs major improvement. The session covered important fundamentals.,-0.902,Negative,3,2,2,1,B,1,B.Tech
944,537,PHY101,Engineering Physics,5,S3728,3,"The course is fine, but teaching could be more structured. The teaching style influenced my learning positively.",-0.163,Neutral,3,1,4,4,A,1,B.Tech
945,537,PHY101,Engineering Physics,5,S2776,4,The classes are very clear and engaging. The session covered important fundamentals.,0.884,Positive,5,3,4,4,C,1,B.Tech
946,537,PHY101,Engineering Physics,5,S3354,3,Satisfactory experience but needs improvement in clarity. The examples used were memorable.,-0.083,Neutral,3,2,4,3,C,1,B.Tech
947,537,PHY101,Engineering Physics,5,S0945,2,Struggle to understand most concepts in class. This is for the course Circuit Theory.,-0.479,Negative,2,2,1,3,A,1,B.Tech
948,537,PHY101,Engineering Physics,5,S1490,4,Amazing clarity and teaching methodology. The lecture pacing affected my understanding.,0.508,Positive,3,5,4,4,C,1,B.Tech
949,537,PHY101,Engineering Physics,5,S0308,3,I understand most topics but sometimes feel disconnected. I would appreciate more doubt-solving time.,0.084,Neutral,4,2,4,3,C,1,B.Tech
950,537,PHY101,Engineering Physics,5,S4981,2,The concepts were unclear and difficult to follow. The teaching style influenced my learning positively.,-0.307,Negative,1,2,3,2,A,1,B.Tech
951,420,PHY301,Electromagnetism,1,S2761,4,I enjoy attending this class; explanations are very crisp.,0.585,Positive,4,5,3,4,C,1,B.Tech
952,420,PHY301,Electromagnetism,1,S3026,4,The sessions are well-organized and engaging. The session covered important fundamentals.,0.534,Positive,4,3,5,4,B,1,B.Tech
953,420,PHY301,Electromagnetism,1,S0744,4,Concepts are broken down in a simple and logical manner. The session covered important fundamentals.,0.466,Positive,3,4,3,4,A,1,B.Tech
954,420,PHY301,Electromagnetism,1,S4635,5,The professor motivates us and clears doubts patiently. The teaching style influenced my learning positively.,0.948,Positive,5,4,5,5,C,1,B.Tech
955,420,PHY301,Electromagnetism,1,S3621,5,Interactive teaching style helps in understanding topics better. The session coverage was appropriate.,1,Positive,4,4,4,5,A,1,B.Tech
956,420,PHY301,Electromagnetism,1,S4201,4,The sessions are well-organized and engaging. The examples used were memorable.,0.66,Positive,4,3,4,4,A,1,B.Tech
957,420,PHY301,Electromagnetism,1,S2504,2,I understand most topics but sometimes feel disconnected. The examples used were memorable.,-0.059,Neutral,2,1,2,2,B,1,B.Tech
958,420,PHY301,Electromagnetism,1,S1014,5,The pace of teaching is comfortable and structured. I would appreciate more doubt-solving time.,0.817,Positive,4,5,4,4,C,1,B.Tech
959,420,PHY301,Electromagnetism,1,S4385,2,"The pace is too fast, making the class hard to understand. I would appreciate more doubt-solving time.",-0.337,Negative,2,2,1,2,C,1,B.Tech
960,420,PHY301,Electromagnetism,1,S1414,2,"Very little interaction, topics feel incomplete. The class environment was encouraging.",-0.453,Negative,2,2,1,2,B,1,B.Tech
961,420,PHY301,Electromagnetism,2,S4266,4,Concepts are broken down in a simple and logical manner. The examples used were memorable.,0.625,Positive,3,3,4,4,C,1,B.Tech
962,420,PHY301,Electromagnetism,2,S0396,4,The sessions are well-organized and engaging. The session covered important fundamentals.,0.554,Positive,5,4,4,4,B,1,B.Tech
963,420,PHY301,Electromagnetism,2,S1400,4,The pace of teaching is comfortable and structured. The examples used were memorable.,0.794,Positive,4,4,4,3,C,1,B.Tech
964,420,PHY301,Electromagnetism,2,S0833,3,Satisfactory experience but needs improvement in clarity. I would appreciate more doubt-solving time.,0.117,Neutral,3,3,3,3,C,1,B.Tech
965,420,PHY301,Electromagnetism,2,S4825,4,The professor motivates us and clears doubts patiently. The session covered important fundamentals.,0.654,Positive,3,3,4,2,A,1,B.Tech
966,420,PHY301,Electromagnetism,2,S2015,4,"One of the best courses, very well taught. The session covered important fundamentals.",0.695,Positive,5,4,3,3,B,1,B.Tech
967,420,PHY301,Electromagnetism,2,S3637,4,"One of the best courses, very well taught. The class environment was encouraging.",0.373,Positive,5,5,4,4,B,1,B.Tech
968,420,PHY301,Electromagnetism,2,S3874,4,Interactive teaching style helps in understanding topics better. The teaching style influenced my learning positively.,0.475,Positive,4,4,5,5,C,1,B.Tech
969,420,PHY301,Electromagnetism,2,S0744,5,The classes are very clear and engaging. I would appreciate more doubt-solving time.,1,Positive,5,5,5,4,A,1,B.Tech
970,420,PHY301,Electromagnetism,2,S3106,4,The sessions are well-organized and engaging. The examples used were memorable.,0.367,Positive,4,5,5,5,B,1,B.Tech
971,420,PHY301,Electromagnetism,3,S1167,3,Interactive teaching style helps in understanding topics better. This is for the course Thermodynamics.,0.313,Positive,3,3,2,3,B,1,B.Tech
972,420,PHY301,Electromagnetism,3,S3472,5,"One of the best courses, very well taught. The examples used were memorable.",0.828,Positive,5,5,5,4,C,1,B.Tech
973,420,PHY301,Electromagnetism,3,S2102,2,Teaching style is monotonous and lacks engagement. The session covered important fundamentals.,-0.493,Negative,3,1,2,3,A,1,B.Tech
974,420,PHY301,Electromagnetism,3,S0996,4,The pace of teaching is comfortable and structured. The session covered important fundamentals.,0.478,Positive,5,3,3,4,A,1,B.Tech
975,420,PHY301,Electromagnetism,3,S3863,3,The classes are very clear and engaging. The session coverage was appropriate.,0.256,Positive,4,3,3,2,A,1,B.Tech
976,420,PHY301,Electromagnetism,3,S1342,5,Explains concepts very effectively with relatable examples. The session covered important fundamentals.,0.788,Positive,4,5,4,5,C,1,B.Tech
977,420,PHY301,Electromagnetism,3,S0357,4,The professor motivates us and clears doubts patiently. The class environment was encouraging.,0.449,Positive,4,5,5,2,C,1,B.Tech
978,420,PHY301,Electromagnetism,3,S0516,3,Satisfactory experience but needs improvement in clarity. This is for the course Thermodynamics.,-0.137,Neutral,2,3,2,3,C,1,B.Tech
979,420,PHY301,Electromagnetism,3,S4388,4,"One of the best courses, very well taught. This is for the course Thermodynamics.",0.371,Positive,5,5,4,4,A,1,B.Tech
980,420,PHY301,Electromagnetism,3,S2610,5,Amazing clarity and teaching methodology. The session coverage was appropriate.,0.842,Positive,5,5,4,4,C,1,B.Tech
981,420,PHY301,Electromagnetism,4,S0881,3,"Sometimes the pace is fast, but manageable overall. The lecture pacing affected my understanding.",-0.029,Neutral,2,3,4,2,B,1,B.Tech
982,420,PHY301,Electromagnetism,4,S1250,4,Concepts are broken down in a simple and logical manner. The class environment was encouraging.,0.558,Positive,5,3,4,4,A,1,B.Tech
983,420,PHY301,Electromagnetism,4,S4874,5,The professor motivates us and clears doubts patiently. The class environment was encouraging.,0.872,Positive,5,5,5,5,C,1,B.Tech
984,420,PHY301,Electromagnetism,4,S0460,5,Concepts are broken down in a simple and logical manner. The session coverage was appropriate.,1,Positive,4,5,5,5,B,1,B.Tech
985,420,PHY301,Electromagnetism,4,S1947,5,"One of the best courses, very well taught. The class environment was encouraging.",0.893,Positive,4,5,5,5,B,1,B.Tech
986,420,PHY301,Electromagnetism,4,S3684,4,Interactive teaching style helps in understanding topics better.,0.585,Positive,4,4,3,2,C,1,B.Tech
987,420,PHY301,Electromagnetism,4,S0935,5,The professor motivates us and clears doubts patiently. The topic flow felt slightly abrupt.,0.945,Positive,5,5,3,5,A,1,B.Tech
988,420,PHY301,Electromagnetism,4,S4354,3,The course delivery is moderate and could be improved. The teaching style influenced my learning positively.,0.062,Neutral,2,3,2,3,C,1,B.Tech
989,420,PHY301,Electromagnetism,4,S2117,4,I enjoy attending this class; explanations are very crisp. The session covered important fundamentals.,0.473,Positive,4,5,4,3,A,1,B.Tech
990,420,PHY301,Electromagnetism,4,S1734,3,"One of the best courses, very well taught. The examples used were memorable.",0.213,Positive,4,3,2,3,B,1,B.Tech
991,420,PHY301,Electromagnetism,5,S4384,4,Amazing clarity and teaching methodology. The teaching style influenced my learning positively.,0.656,Positive,4,4,5,4,B,1,B.Tech
992,420,PHY301,Electromagnetism,5,S0284,3,More real-life examples could improve understanding. The session coverage was appropriate.,0.092,Neutral,3,3,3,2,A,1,B.Tech
993,420,PHY301,Electromagnetism,5,S4172,5,The pace of teaching is comfortable and structured. The class environment was encouraging.,0.992,Positive,4,5,5,4,A,1,B.Tech
994,420,PHY301,Electromagnetism,5,S1781,4,Amazing clarity and teaching methodology. The class environment was encouraging.,0.556,Positive,3,3,4,4,B,1,B.Tech
995,420,PHY301,Electromagnetism,5,S1766,3,Doubts are not clarified properly during lectures. This is for the course Thermodynamics.,-0.202,Negative,4,4,3,2,C,1,B.Tech
996,420,PHY301,Electromagnetism,5,S4190,4,I enjoy attending this class; explanations are very crisp. The session coverage was appropriate.,0.68,Positive,5,2,2,4,C,1,B.Tech
997,420,PHY301,Electromagnetism,5,S0664,4,The sessions are well-organized and engaging. The topic flow felt slightly abrupt.,0.335,Positive,3,5,5,3,B,1,B.Tech
998,420,PHY301,Electromagnetism,5,S0924,3,Teaching quality is acceptable but could be better. The session coverage was appropriate.,-0.029,Neutral,1,3,2,3,C,1,B.Tech
999,420,PHY301,Electromagnetism,5,S2275,3,I understand most topics but sometimes feel disconnected. The class environment was encouraging.,0.039,Neutral,5,3,2,2,C,1,B.Tech
1000,420,PHY301,Electromagnetism,5,S0304,4,The sessions are well-organized and engaging. I would appreciate more doubt-solving time.,0.428,Positive,3,4,2,4,B,1,B.Tech
